1	0.0007544229
2	0.000848769
3	0.000838005
4	0.0009057941
5	0.001216488
6	0.001373833
7	0.001616486
8	0.002178732
9	0.002514042
10	0.002938881
11	0.003849553
12	0.004401921
13	0.005019892
14	0.00620011
15	0.006756505
16	0.007271567
17	0.008364698
18	0.008300557
19	0.007906657
20	0.008040329
21	0.005938111
22	0.002895179
23	0.0001678751
24	-0.006824233
25	-0.01583948
26	-0.02515689
27	-0.04232441
28	-0.06314244
29	-0.08539648
30	-0.1218867
31	-0.1640643
32	-0.2095491
33	-0.2848283
34	-0.3676731
35	-0.4569221
36	-0.6696208
37	-1.036526
38	-0.7492578
39	-0.4660029
40	-0.353702
41	-0.241401
42	-0.1318675
43	-0.08841372
44	-0.04495997
45	-0.01664067
46	-0.006493671
47	0.003653331
48	0.00483978
49	0.004335322
50	0.003830864
51	0.00110783
52	-0.0008593823
53	-0.002826595
54	-0.0040096
55	-0.006475944
56	-0.008942288
57	-0.009662108
58	-0.01313984
59	-0.01661758
60	-0.01670454
