1	14.44668
2	28.65786
3	0
4	14.3872
5	28.65874
6	0
7	14.40239
8	28.65214
9	0
10	14.39585
11	28.66233
12	0
13	14.41346
14	28.65448
15	0
16	14.40289
17	28.66459
18	0
19	14.41865
20	28.65444
21	0
22	14.40529
23	28.66449
24	0
25	14.42047
26	28.65414
27	0
28	14.40625
29	28.66451
30	0
31	14.42051
32	28.65403
33	0
34	14.4063
35	28.66448
36	0
37	14.41919
38	28.65407
39	0
40	14.40512
41	28.66451
42	0
43	14.41628
44	28.65439
45	0
46	14.40156
47	28.66324
48	0
49	14.4086
50	28.65235
51	0
52	14.39217
53	28.65954
54	0
55	14.3964
56	28.65172
57	0
58	14.41062
59	28.69161
60	0
