1	4.00116
2	4.001204
3	0
4	4.001185
5	4.001144
6	0
7	4.001244
8	4.001183
9	0
10	4.001634
11	4.001371
12	0
13	4.001469
14	4.00131
15	0
16	4.00125
17	4.001199
18	0
19	4.001194
20	4.001158
21	0
22	4.001285
23	4.001231
24	0
25	4.001247
26	4.001198
27	0
28	4.001164
29	4.001127
30	0
31	4.001131
32	4.001096
33	0
34	4.001151
35	4.001108
36	0
37	4.001117
38	4.001074
39	0
40	4.00105
41	4.001012
42	0
43	4.001009
44	4.000969
45	0
46	4.000996
47	4.000946
48	0
49	4.000925
50	4.000871
51	0
52	4.000829
53	4.000767
54	0
55	4.000719
56	4.000619
57	0
58	4.000518
59	3.99994
60	0
