1	14.24106
2	28.58221
3	0
4	14.17679
5	28.57727
6	0
7	14.18431
8	28.57382
9	0
10	14.17475
11	28.57878
12	0
13	14.18746
14	28.57669
15	0
16	14.17897
17	28.5822
18	0
19	14.1884
20	28.57784
21	0
22	14.17967
23	28.58321
24	0
25	14.1881
26	28.57816
27	0
28	14.18006
29	28.58353
30	0
31	14.18779
32	28.57807
33	0
34	14.18025
35	28.58358
36	0
37	14.1877
38	28.57764
39	0
40	14.18049
41	28.58327
42	0
43	14.18745
44	28.57652
45	0
46	14.17991
47	28.58129
48	0
49	14.18378
50	28.57316
51	0
52	14.17617
53	28.57841
54	0
55	14.18297
56	28.57451
57	0
58	14.20621
59	28.61332
60	0
