1	13.86526
2	28.43596
3	0
4	13.81668
5	28.4258
6	0
7	13.81519
8	28.42564
9	0
10	13.80917
11	28.42232
12	0
13	13.81585
14	28.42529
15	0
16	13.8105
17	28.42242
18	0
19	13.81665
20	28.42533
21	0
22	13.81092
23	28.42257
24	0
25	13.81719
26	28.42543
27	0
28	13.81131
29	28.42264
30	0
31	13.81739
32	28.42545
33	0
34	13.81117
35	28.42255
36	0
37	13.81701
38	28.42538
39	0
40	13.81071
41	28.42237
42	0
43	13.81639
44	28.42532
45	0
46	13.81008
47	28.42227
48	0
49	13.81474
50	28.42527
51	0
52	13.80892
53	28.42342
54	0
55	13.81972
56	28.43071
57	0
58	13.83765
59	28.45559
60	0
