1	14.05933
2	28.50567
3	0
4	13.99791
5	28.49831
6	0
7	14.0013
8	28.49455
9	0
10	13.99054
11	28.49616
12	0
13	14.00216
14	28.49572
15	0
16	13.99277
17	28.49802
18	0
19	14.00282
20	28.49661
21	0
22	13.99364
23	28.49894
24	0
25	14.00342
26	28.49708
27	0
28	13.99458
29	28.49933
30	0
31	14.00355
32	28.49706
33	0
34	13.9945
35	28.49928
36	0
37	14.00287
38	28.49657
39	0
40	13.9938
41	28.49877
42	0
43	14.00228
44	28.49568
45	0
46	13.99319
47	28.49748
48	0
49	14.00013
50	28.49395
51	0
52	13.99147
53	28.49701
54	0
55	14.00447
56	28.49873
57	0
58	14.02444
59	28.53339
60	0
